name,uid,code,parent
Urutaí,J7MtMSgrtLc,BRA522180,U9GbJ3u4imR
Valparaíso de Goiás,f5C3vrutvao,BRA522185,U9GbJ3u4imR
Varjão,eUZvLWeOh3Y,BRA522190,U9GbJ3u4imR
Vianópolis,ffuOm7jQoXs,BRA522200,U9GbJ3u4imR
Vicentinópolis,Cb8GKmhnGx1,BRA522205,U9GbJ3u4imR
Vila Boa,uT4bRfeCo4u,BRA522220,U9GbJ3u4imR
Vila Propício,Lq6QleyjUkw,BRA522230,U9GbJ3u4imR
Açailândia,Oo0aFjJGOYH,BRA210005,LN3wiV6oI32
Afonso Cunha,hU6rwOQyDzL,BRA210010,LN3wiV6oI32
Água Doce do Maranhão,wZV5XdinDmO,BRA210015,LN3wiV6oI32
Alcântara,w11w27iGWAE,BRA210020,LN3wiV6oI32
Aldeias Altas,ZUu2ta9DJoa,BRA210030,LN3wiV6oI32
Altamira do Maranhão,srfocxEjYpG,BRA210040,LN3wiV6oI32
Alto Alegre do Maranhão,iE5w35hmimM,BRA210043,LN3wiV6oI32
Alto Alegre do Pindaré,pi9IGYhwa0H,BRA210047,LN3wiV6oI32
Alto Parnaíba,cqJMlaQSQs9,BRA210050,LN3wiV6oI32
Amapá do Maranhão,dR5oAGLs8bx,BRA210055,LN3wiV6oI32
Amarante do Maranhão,O9EtEpqWx5g,BRA210060,LN3wiV6oI32
Anajatuba,IQFzlZ9yC4C,BRA210070,LN3wiV6oI32
Anapurus,QUZUvYnlqZ2,BRA210080,LN3wiV6oI32
Apicum-Açu,ypA8JlZOSZ6,BRA210083,LN3wiV6oI32
Araguanã,VE7LDq2aiBZ,BRA210087,LN3wiV6oI32
Araioses,wW8iwRWURs0,BRA210090,LN3wiV6oI32
Arame,hssodWjOxa8,BRA210095,LN3wiV6oI32
Arari,EZuwWP44vIH,BRA210100,LN3wiV6oI32
Axixá,MRUfcjhrVqL,BRA210110,LN3wiV6oI32
Bacabal,rJKnpK6fnoz,BRA210120,LN3wiV6oI32
Bacabeira,I4EPLc1fXAu,BRA210125,LN3wiV6oI32
Bacuri,yy4pjNdyrg1,BRA210130,LN3wiV6oI32
Bacurituba,R3Gq4ss3mEC,BRA210135,LN3wiV6oI32
Balsas,WmHWtMvkpAJ,BRA210140,LN3wiV6oI32
Barão de Grajaú,oMTvArNLEdb,BRA210150,LN3wiV6oI32
Barra do Corda,AhavAhxJFpF,BRA210160,LN3wiV6oI32
Barreirinhas,F4pia0G7ldZ,BRA210170,LN3wiV6oI32
Bela Vista do Maranhão,hkS495AwR5S,BRA210177,LN3wiV6oI32
Belágua,JcBTCXeedAZ,BRA210173,LN3wiV6oI32
Benedito Leite,D50o1brsaRH,BRA210180,LN3wiV6oI32
Bequimão,nTeZRTYVUFB,BRA210190,LN3wiV6oI32
Bernardo do Mearim,SChE4Y5yKjc,BRA210193,LN3wiV6oI32
Boa Vista do Gurupi,gzin75cdx8A,BRA210197,LN3wiV6oI32
Bom Jardim,lcwNNku8VM9,BRA210200,LN3wiV6oI32
Bom Jesus das Selvas,Ecs0fXYNc9v,BRA210203,LN3wiV6oI32
Bom Lugar,gcquZW9nDSv,BRA210207,LN3wiV6oI32
Brejo,Ii6NkGvdEUF,BRA210210,LN3wiV6oI32
Brejo de Areia,WTGgKlSUQRC,BRA210215,LN3wiV6oI32
Buriti,JObF29Xnvgm,BRA210220,LN3wiV6oI32
Buriti Bravo,NJYHpAnOcLf,BRA210230,LN3wiV6oI32
Buriticupu,FBMX0a12I2E,BRA210232,LN3wiV6oI32
Buritirana,ujLPoVya88l,BRA210235,LN3wiV6oI32
Cachoeira Grande,VW30s6TnkOJ,BRA210237,LN3wiV6oI32
Cajapió,exNRAq71RAr,BRA210240,LN3wiV6oI32
Cajari,A57K2y6AxWC,BRA210250,LN3wiV6oI32
Campestre do Maranhão,vrZq7TPBZrV,BRA210255,LN3wiV6oI32
Cândido Mendes,xAVUf3ABHQP,BRA210260,LN3wiV6oI32
Cantanhede,LXwDTZ272Q7,BRA210270,LN3wiV6oI32
Capinzal do Norte,KhU8akenlfv,BRA210275,LN3wiV6oI32
Carolina,kjl2fkr7iTV,BRA210280,LN3wiV6oI32
Carutapera,v5V2jh9V5X8,BRA210290,LN3wiV6oI32
Caxias,Eyc0pqmDYc3,BRA210300,LN3wiV6oI32
Cedral,eBdwvAquIu2,BRA210310,LN3wiV6oI32
Central do Maranhão,V5UfW9xLfMs,BRA210312,LN3wiV6oI32
Centro do Guilherme,HGmCGOlnT2h,BRA210315,LN3wiV6oI32
Centro Novo do Maranhão,eXhAtnmpNPF,BRA210317,LN3wiV6oI32
Chapadinha,DIq9ZBGFr1o,BRA210320,LN3wiV6oI32
Cidelândia,enBiHMO1m3L,BRA210325,LN3wiV6oI32
Codó,I8noF3A0K95,BRA210330,LN3wiV6oI32
Coelho Neto,RdToi5zPpYo,BRA210340,LN3wiV6oI32
Colinas,HD0SXObiq8u,BRA210350,LN3wiV6oI32
Conceição do Lago-Açu,H0HJ5EsQ6ZH,BRA210355,LN3wiV6oI32
Coroatá,vi6VIxdLV8A,BRA210360,LN3wiV6oI32
Cururupu,tTH4PeTskvR,BRA210370,LN3wiV6oI32
Davinópolis,JGcYy5AqWCB,BRA210375,LN3wiV6oI32
Dom Pedro,z60OBpZC3S2,BRA210380,LN3wiV6oI32
Duque Bacelar,GpqPrNw1qaG,BRA210390,LN3wiV6oI32
Esperantinópolis,y8oqj8pGAFo,BRA210400,LN3wiV6oI32
Estreito,Wb6woSNty6Y,BRA210405,LN3wiV6oI32
Feira Nova do Maranhão,vuRSlu7pqgl,BRA210407,LN3wiV6oI32
Fernando Falcão,EM8CDp3wUoK,BRA210408,LN3wiV6oI32
Formosa da Serra Negra,PDr4bPv79f0,BRA210409,LN3wiV6oI32
Fortaleza dos Nogueiras,NfBFr1Y0tNY,BRA210410,LN3wiV6oI32
Fortuna,gxjUiGyeRfn,BRA210420,LN3wiV6oI32
Godofredo Viana,cSQJ5Go4Vep,BRA210430,LN3wiV6oI32
Gonçalves Dias,Pwai3s7j1Bs,BRA210440,LN3wiV6oI32
Governador Archer,AuZmU1gRA0y,BRA210450,LN3wiV6oI32
Governador Edison Lobão,uiebLwtvjLt,BRA210455,LN3wiV6oI32
Governador Eugênio Barros,CMDJXA9oVy8,BRA210460,LN3wiV6oI32
Governador Luiz Rocha,TDZ7I1MEw65,BRA210462,LN3wiV6oI32
Governador Newton Bello,z7Pkk0U0eEL,BRA210465,LN3wiV6oI32
Governador Nunes Freire,oO5TOVE3iPW,BRA210467,LN3wiV6oI32
Graça Aranha,E2xn7fou0pf,BRA210470,LN3wiV6oI32
Grajaú,NxrLUaZGGCT,BRA210480,LN3wiV6oI32
Guimarães,eHeZKsux8vX,BRA210490,LN3wiV6oI32
Humberto de Campos,sOQsJ3KqIQN,BRA210500,LN3wiV6oI32
Icatu,eyGxrBD2vJh,BRA210510,LN3wiV6oI32
Igarapé do Meio,WnHHbRYco1i,BRA210515,LN3wiV6oI32
Igarapé Grande,XeM2d94eTpF,BRA210520,LN3wiV6oI32
Imperatriz,v8G3eDXN3Kh,BRA210530,LN3wiV6oI32
Itaipava do Grajaú,y4DCf7Ui2eo,BRA210535,LN3wiV6oI32
Itapecuru Mirim,k9QVSNfcLx2,BRA210540,LN3wiV6oI32
Itinga do Maranhão,S8Rf6ESiUvo,BRA210542,LN3wiV6oI32
Jatobá,TrGdDND2iPC,BRA210545,LN3wiV6oI32
Jenipapo dos Vieiras,ljKwu6ymUlp,BRA210547,LN3wiV6oI32
João Lisboa,DGbYXde5Mif,BRA210550,LN3wiV6oI32
Joselândia,XebaoVO0xdJ,BRA210560,LN3wiV6oI32
Junco do Maranhão,fMAmVOG96mI,BRA210565,LN3wiV6oI32
Lago da Pedra,x1oBmgSf7iY,BRA210570,LN3wiV6oI32
Lago do Junco,XXiYh77b7UY,BRA210580,LN3wiV6oI32
Lago dos Rodrigues,OAbPv6GPQfJ,BRA210594,LN3wiV6oI32
Lago Verde,JA73wakquhS,BRA210590,LN3wiV6oI32
Lagoa do Mato,mZ6pq4Iswfz,BRA210592,LN3wiV6oI32
Lagoa Grande do Maranhão,ntofX5eG9UR,BRA210596,LN3wiV6oI32
Lajeado Novo,V3j5IqUrdmr,BRA210598,LN3wiV6oI32
Lima Campos,j7eJ1OwG4uL,BRA210600,LN3wiV6oI32
Loreto,uWmj4jUpoSc,BRA210610,LN3wiV6oI32
Luís Domingues,nNMgHRpbFex,BRA210620,LN3wiV6oI32
Magalhães de Almeida,VFGkaM2cxam,BRA210630,LN3wiV6oI32
Maracaçumé,c4qXXdArhX8,BRA210632,LN3wiV6oI32
Marajá do Sena,KteYNo6DRXj,BRA210635,LN3wiV6oI32
Maranhãozinho,C6NLIuf9v5l,BRA210637,LN3wiV6oI32
Mata Roma,yn9DN7jnv6w,BRA210640,LN3wiV6oI32
Matinha,t824h5jnD8p,BRA210650,LN3wiV6oI32
Matões,zGcTBXmGPXe,BRA210660,LN3wiV6oI32
Matões do Norte,PCNvcKfg5ft,BRA210663,LN3wiV6oI32
Milagres do Maranhão,fbeeACK9vuF,BRA210667,LN3wiV6oI32
Mirador,O22cRjfcaiC,BRA210670,LN3wiV6oI32
Miranda do Norte,ImfQPdI44ZU,BRA210675,LN3wiV6oI32
Mirinzal,FFD1PnjkAQj,BRA210680,LN3wiV6oI32
Monção,IXvfcKtN3ht,BRA210690,LN3wiV6oI32
Montes Altos,of1fi6fJDwv,BRA210700,LN3wiV6oI32
Morros,kDs1G9GuKwy,BRA210710,LN3wiV6oI32
Nina Rodrigues,vQRIisUoJNv,BRA210720,LN3wiV6oI32
Nova Colinas,pCK39KOA9iy,BRA210725,LN3wiV6oI32
Nova Iorque,D0RzaIbVAK5,BRA210730,LN3wiV6oI32
Nova Olinda do Maranhão,vGM7RSycZnk,BRA210735,LN3wiV6oI32
Olho d'Água das Cunhãs,YAsvhh3YF80,BRA210740,LN3wiV6oI32
Olinda Nova do Maranhão,etJotJp4K9U,BRA210745,LN3wiV6oI32
Paço do Lumiar,AvaiDYLBZLC,BRA210750,LN3wiV6oI32
Palmeirândia,blk47AkoKSD,BRA210760,LN3wiV6oI32
Paraibano,UYhxSMcLtSr,BRA210770,LN3wiV6oI32
Parnarama,zbcnkCWXIbg,BRA210780,LN3wiV6oI32
Passagem Franca,Njys6stn6iE,BRA210790,LN3wiV6oI32
Pastos Bons,dKsOnzL0vYn,BRA210800,LN3wiV6oI32
Paulino Neves,BmBI6ROAuCR,BRA210805,LN3wiV6oI32
Paulo Ramos,cZBIolKUUKn,BRA210810,LN3wiV6oI32
Pedreiras,GZliMQF2ixQ,BRA210820,LN3wiV6oI32
Pedro do Rosário,yXFnkiCjrcK,BRA210825,LN3wiV6oI32
Penalva,h3AJHbCzJth,BRA210830,LN3wiV6oI32
Peri Mirim,qNYXuvN2wHt,BRA210840,LN3wiV6oI32
Peritoró,Qkpp36CfasE,BRA210845,LN3wiV6oI32
Pindaré-Mirim,mc0N7Jiw8JC,BRA210850,LN3wiV6oI32
Pinheiro,QvX92fYfE8q,BRA210860,LN3wiV6oI32
Pio XII,H0G0inCNWwQ,BRA210870,LN3wiV6oI32
Pirapemas,XdNkZ45XweW,BRA210880,LN3wiV6oI32
Poção de Pedras,ZwJ1oB9kSMs,BRA210890,LN3wiV6oI32
Porto Franco,iDC23ckmud9,BRA210900,LN3wiV6oI32
Porto Rico do Maranhão,npYqtXUqNfN,BRA210905,LN3wiV6oI32
Presidente Dutra,P0A8V9J7eu8,BRA210910,LN3wiV6oI32
Presidente Juscelino,nOszGAYEQbC,BRA210920,LN3wiV6oI32
Presidente Médici,iBsBa0Fo4za,BRA210923,LN3wiV6oI32
Presidente Sarney,YBWAquiHXlT,BRA210927,LN3wiV6oI32
Presidente Vargas,eOjsrLU4nqh,BRA210930,LN3wiV6oI32
Primeira Cruz,fw5WtP4erXx,BRA210940,LN3wiV6oI32
Raposa,xPFiu0oifkI,BRA210945,LN3wiV6oI32
Riachão,O0Lbrob8ETb,BRA210950,LN3wiV6oI32
Ribamar Fiquene,V5zDLrjz402,BRA210955,LN3wiV6oI32
Rosário,URs71K0bUg7,BRA210960,LN3wiV6oI32
Sambaíba,RaOR2odAJAx,BRA210970,LN3wiV6oI32
Santa Filomena do Maranhã,VuMDGam3oNL,BRA210975,LN3wiV6oI32
Santa Helena,EtYiKqszaJe,BRA210980,LN3wiV6oI32
Santa Inês,IL3almu1JWp,BRA210990,LN3wiV6oI32
Santa Luzia,LEWNSnSxrkA,BRA211000,LN3wiV6oI32
Santa Luzia do Paruá,HtED67Gv2TX,BRA211003,LN3wiV6oI32
Santa Quitéria do Maranhã,HS3uINJaXCr,BRA211010,LN3wiV6oI32
Santa Rita,TmWkXpLJYY4,BRA211020,LN3wiV6oI32
Santana do Maranhão,f8Gio7xvdy6,BRA211023,LN3wiV6oI32
Santo Amaro do Maranhão,UwzGbU2mypt,BRA211027,LN3wiV6oI32
Santo Antônio dos Lopes,jEOtOuu3B0Q,BRA211030,LN3wiV6oI32
São Benedito do Rio Preto,t5yMGquxRvY,BRA211040,LN3wiV6oI32
São Bento,jlj2D1TmI1Y,BRA211050,LN3wiV6oI32
São Bernardo,QIFIi6CllWF,BRA211060,LN3wiV6oI32
São Domingos do Azeitão,DKmOTEkcfoc,BRA211065,LN3wiV6oI32
São Domingos do Maranhão,qnIRnrCPtJi,BRA211070,LN3wiV6oI32
São Félix de Balsas,SdjZbvWr1k8,BRA211080,LN3wiV6oI32
São Francisco do Brejão,JpJhmZrhLcc,BRA211085,LN3wiV6oI32
São Francisco do Maranhão,uuAGVZFhD4h,BRA211090,LN3wiV6oI32
São João Batista,ueMhQntorWD,BRA211100,LN3wiV6oI32
São João do Carú,rD44zw44xqm,BRA211102,LN3wiV6oI32
São João do Paraíso,P1ZpJDsXZbS,BRA211105,LN3wiV6oI32
São João do Soter,z1BTbkoHzVi,BRA211107,LN3wiV6oI32
São João dos Patos,wRnY7NSPa6c,BRA211110,LN3wiV6oI32
São José de Ribamar,WJDsFmRg18b,BRA211120,LN3wiV6oI32
São José dos Basílios,tPH73WZCGKL,BRA211125,LN3wiV6oI32
São Luís,ULIrIyOQOi1,BRA211130,LN3wiV6oI32
São Luís Gonzaga do Maran,SieHCylzW0i,BRA211140,LN3wiV6oI32
São Mateus do Maranhão,wMSFNCfStQf,BRA211150,LN3wiV6oI32
São Pedro da Água Branca,YU2FqdZdCba,BRA211153,LN3wiV6oI32
São Pedro dos Crentes,H8QjzaQMTEF,BRA211157,LN3wiV6oI32
São Raimundo das Mangabei,iiWKvvimr1v,BRA211160,LN3wiV6oI32
São Raimundo do Doca Beze,PN8iiOteszU,BRA211163,LN3wiV6oI32
São Roberto,Av6aFqh0G7I,BRA211167,LN3wiV6oI32
São Vicente Ferrer,mrE4FBziDaG,BRA211170,LN3wiV6oI32
Satubinha,RyvSYA3AenY,BRA211172,LN3wiV6oI32
Senador Alexandre Costa,jcFyVno8zk3,BRA211174,LN3wiV6oI32
Senador La Rocque,cDA9lLmlU6P,BRA211176,LN3wiV6oI32
Serrano do Maranhão,bQAWk8VZceE,BRA211178,LN3wiV6oI32
Sítio Novo,nLj45XKMzhq,BRA211180,LN3wiV6oI32
Sucupira do Norte,KPjBMKrOldK,BRA211190,LN3wiV6oI32
Sucupira do Riachão,USNOAPje78H,BRA211195,LN3wiV6oI32
Tasso Fragoso,oAO84xqFx1B,BRA211200,LN3wiV6oI32
Timbiras,cIWS0jtc06O,BRA211210,LN3wiV6oI32
Timon,rqOPyrq7YpA,BRA211220,LN3wiV6oI32
Trizidela do Vale,V2tEezlpeH7,BRA211223,LN3wiV6oI32
Tufilândia,YkFJBMByTTE,BRA211227,LN3wiV6oI32
Tuntum,oSzThy9GwDT,BRA211230,LN3wiV6oI32
Turiaçu,crO2zt9eOo5,BRA211240,LN3wiV6oI32
Turilândia,VZLNh5SPXlD,BRA211245,LN3wiV6oI32
Tutóia,ArXV72dt50Z,BRA211250,LN3wiV6oI32
Urbano Santos,PLWxcfnvNjH,BRA211260,LN3wiV6oI32
Vargem Grande,ZuWPrMqeMS2,BRA211270,LN3wiV6oI32
Viana,zEgMo4YxYr7,BRA211280,LN3wiV6oI32
Vila Nova dos Martírios,Vm4hJTP5vC4,BRA211285,LN3wiV6oI32
Vitória do Mearim,rpkSKSrXX2j,BRA211290,LN3wiV6oI32
Vitorino Freire,kTi9lAHfjMs,BRA211300,LN3wiV6oI32
Zé Doca,McPQQI0L1Ga,BRA211400,LN3wiV6oI32
Acorizal,H4QB4cpenjy,BRA510010,n5nP8ZFeO8d
Água Boa,tIltlfZoL87,BRA510020,n5nP8ZFeO8d
Alta Floresta,K6Dj9iA3fI0,BRA510025,n5nP8ZFeO8d
Alto Araguaia,TSGHtiZtccG,BRA510030,n5nP8ZFeO8d
Alto Boa Vista,bgSV7zrUi9o,BRA510035,n5nP8ZFeO8d
Alto Garças,jwGDmOEkciz,BRA510040,n5nP8ZFeO8d
Alto Paraguai,lItAvpqKTHV,BRA510050,n5nP8ZFeO8d
Alto Taquari,Ox4REnvMz9Z,BRA510060,n5nP8ZFeO8d
Apiacás,yO1cAUkb3I5,BRA510080,n5nP8ZFeO8d
Araguaiana,mDjjwkyipKQ,BRA510100,n5nP8ZFeO8d
Araguainha,KDBx2HLJD3K,BRA510120,n5nP8ZFeO8d
Araputanga,wutAi7Y0FKr,BRA510125,n5nP8ZFeO8d
Arenápolis,Y6aHpCDyoL0,BRA510130,n5nP8ZFeO8d
Aripuanã,FyCWPajjLcy,BRA510140,n5nP8ZFeO8d
Barão de Melgaço,F1rLXot2M8D,BRA510160,n5nP8ZFeO8d
Barra do Bugres,gBzQx6Lw7ek,BRA510170,n5nP8ZFeO8d
Barra do Garças,QjawvOD4Csh,BRA510180,n5nP8ZFeO8d
Bom Jesus do Araguaia,AxkAu6dFUgy,BRA510185,n5nP8ZFeO8d
Brasnorte,eT8AYxmcJy4,BRA510190,n5nP8ZFeO8d
Cáceres,yxKYgVPNw1L,BRA510250,n5nP8ZFeO8d
Campinápolis,ewIJmKok6Vi,BRA510260,n5nP8ZFeO8d
Campo Novo do Parecis,Lu8x39NeUQU,BRA510263,n5nP8ZFeO8d
Campo Verde,TAjClqmtppV,BRA510267,n5nP8ZFeO8d
Campos de Júlio,OsWJgFMoSTD,BRA510268,n5nP8ZFeO8d
Canabrava do Norte,ni3ZOOyD7Kb,BRA510269,n5nP8ZFeO8d
Canarana,hpXFCuRWIz1,BRA510270,n5nP8ZFeO8d
Carlinda,kH4euRCTnoO,BRA510279,n5nP8ZFeO8d
Castanheira,ovteqqKJw21,BRA510285,n5nP8ZFeO8d
Chapada dos Guimarães,EtAZcJwWQk5,BRA510300,n5nP8ZFeO8d
Cláudia,EjBo8ITypaS,BRA510305,n5nP8ZFeO8d
Cocalinho,TgBrPoHE72N,BRA510310,n5nP8ZFeO8d
Colíder,ccDX97esoP7,BRA510320,n5nP8ZFeO8d
Colniza,uhTvAqckAsi,BRA510325,n5nP8ZFeO8d
Comodoro,fqYH7STHkDj,BRA510330,n5nP8ZFeO8d
Confresa,K8XXnMCpfgm,BRA510335,n5nP8ZFeO8d
Conquista D'Oeste,D0BxjBuZMY8,BRA510336,n5nP8ZFeO8d
Cotriguaçu,Ebo3q6sMN5v,BRA510337,n5nP8ZFeO8d
Cuiabá,Y1vsoaSoEPc,BRA510340,n5nP8ZFeO8d
Curvelândia,IZIiiTE71NT,BRA510343,n5nP8ZFeO8d
Denise,g9fr5k8N4hS,BRA510345,n5nP8ZFeO8d
Diamantino,r1LhNJppkqa,BRA510350,n5nP8ZFeO8d
Dom Aquino,qcSKLN38tdq,BRA510360,n5nP8ZFeO8d
Feliz Natal,VkLjLXHwvIf,BRA510370,n5nP8ZFeO8d
Figueirópolis D'Oeste,D3csDPfpUx1,BRA510380,n5nP8ZFeO8d
Gaúcha do Norte,U67SLswsk9Z,BRA510385,n5nP8ZFeO8d
General Carneiro,Viv96sGpgDO,BRA510390,n5nP8ZFeO8d
Glória D'Oeste,z8FI1CJVVSv,BRA510395,n5nP8ZFeO8d
Guarantã do Norte,qgK7QUuTdNX,BRA510410,n5nP8ZFeO8d
Guiratinga,TespFDuJblH,BRA510420,n5nP8ZFeO8d
Indiavaí,Qm8rUAggUzA,BRA510450,n5nP8ZFeO8d
Ipiranga do Norte,UHoPE1AH4wo,BRA510452,n5nP8ZFeO8d
Itanhangá,h2a0WTCZrrx,BRA510454,n5nP8ZFeO8d
Itaúba,mVyjU0N1tuj,BRA510455,n5nP8ZFeO8d
Itiquira,xwTYHIJ1O25,BRA510460,n5nP8ZFeO8d
Jaciara,Ae8pvrIN8gz,BRA510480,n5nP8ZFeO8d
Jangada,prAYIu3MvOk,BRA510490,n5nP8ZFeO8d
Jauru,CEq73wizpJO,BRA510500,n5nP8ZFeO8d
Juara,AkYxBJWZc8T,BRA510510,n5nP8ZFeO8d
Juína,oed8YGiEWq0,BRA510515,n5nP8ZFeO8d
Juruena,RJgKmBoMJBJ,BRA510517,n5nP8ZFeO8d
Juscimeira,Sjjgr1voFtl,BRA510520,n5nP8ZFeO8d
Lambari D'Oeste,t48jAAczP6L,BRA510523,n5nP8ZFeO8d
Lucas do Rio Verde,BD9ZlSoFDAu,BRA510525,n5nP8ZFeO8d
Luciara,MCIxxOhR8E9,BRA510530,n5nP8ZFeO8d
Marcelândia,Dt2meVC3k87,BRA510558,n5nP8ZFeO8d
Matupá,qyIdK6xFMnF,BRA510560,n5nP8ZFeO8d
Mirassol d'Oeste,D2nsAvWjr2a,BRA510562,n5nP8ZFeO8d
Nobres,W8dwAQJ9DHQ,BRA510590,n5nP8ZFeO8d
Nortelândia,V7HRmyso9aK,BRA510600,n5nP8ZFeO8d
Nossa Senhora do Livramen,RJOaamcSkYF,BRA510610,n5nP8ZFeO8d
Nova Bandeirantes,qAQqCDG6AOY,BRA510615,n5nP8ZFeO8d
Nova Brasilândia,FoxC72KYrC4,BRA510620,n5nP8ZFeO8d
Nova Canaã do Norte,cmcEynbnUYL,BRA510621,n5nP8ZFeO8d
Nova Guarita,xVxIAQBORSG,BRA510880,n5nP8ZFeO8d
Nova Lacerda,uT8ro1ZwipZ,BRA510618,n5nP8ZFeO8d
Nova Marilândia,cA1NKuA9YFB,BRA510885,n5nP8ZFeO8d
Nova Maringá,EBTiNg1YR0J,BRA510890,n5nP8ZFeO8d
Nova Monte Verde,lOy4mGBDabk,BRA510895,n5nP8ZFeO8d
Nova Mutum,JY1nNSIhazU,BRA510622,n5nP8ZFeO8d
Nova Nazaré,VWF11U7yYkf,BRA510617,n5nP8ZFeO8d
Nova Olímpia,kEi5A5mTnYy,BRA510623,n5nP8ZFeO8d
Nova Santa Helena,oUCNTvzokO0,BRA510619,n5nP8ZFeO8d
Nova Ubiratã,fV3AOSVP7zX,BRA510624,n5nP8ZFeO8d
Nova Xavantina,lof7gwRpMVP,BRA510625,n5nP8ZFeO8d
Novo Horizonte do Norte,R5f7oNf9l1g,BRA510627,n5nP8ZFeO8d
Novo Mundo,o8hyvf11VlP,BRA510626,n5nP8ZFeO8d
Novo Santo Antônio,lPDhDPGXfiP,BRA510631,n5nP8ZFeO8d
Novo São Joaquim,WNwjTqRs0P2,BRA510628,n5nP8ZFeO8d
Paranaíta,UTkznB1J6bC,BRA510629,n5nP8ZFeO8d
Paranatinga,QfpEyUsqULj,BRA510630,n5nP8ZFeO8d
Pedra Preta,lqt7OC5g8R0,BRA510637,n5nP8ZFeO8d
Peixoto de Azevedo,bZSEgELMzu5,BRA510642,n5nP8ZFeO8d
Planalto da Serra,EX4iEe5xiM5,BRA510645,n5nP8ZFeO8d
Poconé,C1hsPkaGKCo,BRA510650,n5nP8ZFeO8d
Pontal do Araguaia,Q5N6kASreja,BRA510665,n5nP8ZFeO8d
Ponte Branca,VSjDZIePF9B,BRA510670,n5nP8ZFeO8d
Pontes e Lacerda,sQwX25CWmRg,BRA510675,n5nP8ZFeO8d
Porto Alegre do Norte,ztMYktWXc84,BRA510677,n5nP8ZFeO8d
Porto dos Gaúchos,UKc8G3Wi71Z,BRA510680,n5nP8ZFeO8d
Porto Esperidião,QYEnioyEPSZ,BRA510682,n5nP8ZFeO8d
Porto Estrela,I8LZ43PMv6a,BRA510685,n5nP8ZFeO8d
Poxoréo,g2G7uBsikri,BRA510700,n5nP8ZFeO8d
Primavera do Leste,OKNyTxnNmGQ,BRA510704,n5nP8ZFeO8d
Querência,cHPCmomBIKm,BRA510706,n5nP8ZFeO8d
Reserva do Cabaçal,k6k05AAx1Go,BRA510715,n5nP8ZFeO8d
Ribeirão Cascalheira,kVe5iuDz3qe,BRA510718,n5nP8ZFeO8d
Ribeirãozinho,eoCfnzfvT6i,BRA510719,n5nP8ZFeO8d
Rio Branco,xu48DNCq5oO,BRA510720,n5nP8ZFeO8d
Rondolândia,MhtiteBT6Ca,BRA510757,n5nP8ZFeO8d
Rondonópolis,kvoj2ofkPdU,BRA510760,n5nP8ZFeO8d
Rosário Oeste,vSWH7lC4EMW,BRA510770,n5nP8ZFeO8d
Salto do Céu,WfQdFLXzmQd,BRA510775,n5nP8ZFeO8d
Santa Carmem,nm3XjOAep2x,BRA510724,n5nP8ZFeO8d
Santa Cruz do Xingu,UAB5q7IPWuq,BRA510774,n5nP8ZFeO8d
Santa Rita do Trivelato,dj0ZqdrlefX,BRA510776,n5nP8ZFeO8d
Santa Terezinha,xi1iwEoyAqt,BRA510777,n5nP8ZFeO8d
Santo Afonso,KUL6WuCudQi,BRA510726,n5nP8ZFeO8d
Santo Antônio do Leste,cyr4pFBdli7,BRA510779,n5nP8ZFeO8d
Santo Antônio do Leverger,zI2gETMR4ez,BRA510780,n5nP8ZFeO8d
São Félix do Araguaia,Zd36US4VuCh,BRA510785,n5nP8ZFeO8d
São José do Povo,cLyFIUEsKvv,BRA510729,n5nP8ZFeO8d
São José do Rio Claro,D2WH0Yy5lma,BRA510730,n5nP8ZFeO8d
São José do Xingu,HPLir1KpYae,BRA510735,n5nP8ZFeO8d
São José dos Quatro Marco,qio7Zt2BJKr,BRA510710,n5nP8ZFeO8d
São Pedro da Cipa,xNaLDCHetN9,BRA510740,n5nP8ZFeO8d
Sapezal,VH245XoQitV,BRA510787,n5nP8ZFeO8d
Serra Nova Dourada,sMTiJmx9lzq,BRA510788,n5nP8ZFeO8d
Sinop,HoEfU4ikFZe,BRA510790,n5nP8ZFeO8d
Sorriso,pTmGuaWhloA,BRA510792,n5nP8ZFeO8d
Tabaporã,C8GL4Kw5Mu3,BRA510794,n5nP8ZFeO8d
Tangará da Serra,ybzwYrj36Mw,BRA510795,n5nP8ZFeO8d
Tapurah,AgpfMHMPYqN,BRA510800,n5nP8ZFeO8d
Terra Nova do Norte,dM6luuEgCHz,BRA510805,n5nP8ZFeO8d
Tesouro,j5AjPYLAtNf,BRA510810,n5nP8ZFeO8d
Torixoréu,TXpTQY0No4y,BRA510820,n5nP8ZFeO8d
União do Sul,Q1pQiMUhsfa,BRA510830,n5nP8ZFeO8d
Vale de São Domingos,RN18m5FD3vH,BRA510835,n5nP8ZFeO8d
Várzea Grande,jcfkIEOFgKh,BRA510840,n5nP8ZFeO8d
Vera,alKj3bkBSDZ,BRA510850,n5nP8ZFeO8d
Vila Bela da Santíssima T,hfNeaObvzQB,BRA510550,n5nP8ZFeO8d
Vila Rica,YR0V6rT8GVf,BRA510860,n5nP8ZFeO8d
Água Clara,lhZW4OsVj2L,BRA500020,cNQFM30YPtq
Alcinópolis,mFAJFHyJYVH,BRA500025,cNQFM30YPtq
Amambai,RJgc2uqc7fT,BRA500060,cNQFM30YPtq
Anastácio,g4LWq8CQ9O5,BRA500070,cNQFM30YPtq
