name,uid,code,parent
Dionísio Cerqueira,zHKG9oS3Mxt,BRA420500,RccUUnzssfV
Dona Emma,Lac87ylrNCy,BRA420510,RccUUnzssfV
Doutor Pedrinho,sRaD37oot6R,BRA420515,RccUUnzssfV
Entre Rios,bHA3MWf0WpN,BRA420517,RccUUnzssfV
Ermo,WjNAE4xlIZA,BRA420519,RccUUnzssfV
Erval Velho,lkjnO6fP49s,BRA420520,RccUUnzssfV
Faxinal dos Guedes,OoH0vSCDcfC,BRA420530,RccUUnzssfV
Flor do Sertão,JcM9nU7euf1,BRA420535,RccUUnzssfV
Florianópolis,JD1yTSh3vIu,BRA420540,RccUUnzssfV
Formosa do Sul,NqEv5gX8zCH,BRA420543,RccUUnzssfV
Forquilhinha,JHqxwTQfPYY,BRA420545,RccUUnzssfV
Fraiburgo,e3RUWhXbMCi,BRA420550,RccUUnzssfV
Frei Rogério,T5Vg2uWTRzO,BRA420555,RccUUnzssfV
Galvão,Guvo31c0yrS,BRA420560,RccUUnzssfV
Garopaba,l1wveStNmxe,BRA420570,RccUUnzssfV
Garuva,HeKuxi8466x,BRA420580,RccUUnzssfV
Gaspar,uQUAl47t8et,BRA420590,RccUUnzssfV
Governador Celso Ramos,vcoeG1ChiM4,BRA420600,RccUUnzssfV
Grão Pará,zUajnXazu1p,BRA420610,RccUUnzssfV
Gravatal,pNxz4l3s6Hv,BRA420620,RccUUnzssfV
Guabiruba,PprREMbMXeL,BRA420630,RccUUnzssfV
Guaraciaba,GydTT6aJtEt,BRA420640,RccUUnzssfV
Guaramirim,E9CpgvxVdGg,BRA420650,RccUUnzssfV
Guarujá do Sul,CZs2XCePnJ8,BRA420660,RccUUnzssfV
Guatambú,YSxksdrVx8j,BRA420665,RccUUnzssfV
Herval d'Oeste,uErky6h0zRp,BRA420670,RccUUnzssfV
Ibiam,WNYU4lE6T1N,BRA420675,RccUUnzssfV
Ibicaré,ebCTRWuncBy,BRA420680,RccUUnzssfV
Ibirama,uaouMnWZ3Xz,BRA420690,RccUUnzssfV
Içara,skvA9dHp7l8,BRA420700,RccUUnzssfV
Ilhota,AB09k0rg0zo,BRA420710,RccUUnzssfV
Imaruí,JqsecuTCj95,BRA420720,RccUUnzssfV
Imbituba,x0fZKd9juZP,BRA420730,RccUUnzssfV
Imbuia,vz4iyufoOBy,BRA420740,RccUUnzssfV
Indaial,Pq5v33nLFkB,BRA420750,RccUUnzssfV
Iomerê,dNk2LTFeVx5,BRA420757,RccUUnzssfV
Ipira,q1nkJJFDrtq,BRA420760,RccUUnzssfV
Iporã do Oeste,Tz8PnbqoQJZ,BRA420765,RccUUnzssfV
Ipuaçu,AcZCvd7nxxF,BRA420768,RccUUnzssfV
Ipumirim,vlwN7d8jcEB,BRA420770,RccUUnzssfV
Iraceminha,SXLBxemUB5V,BRA420775,RccUUnzssfV
Irani,m3ly37QeZdb,BRA420780,RccUUnzssfV
Irati,YWRrnUSr2SG,BRA420785,RccUUnzssfV
Irineópolis,xPZrROKIPIc,BRA420790,RccUUnzssfV
Itá,FAUAny4ErO9,BRA420800,RccUUnzssfV
Itaiópolis,bIR5qIT3KfT,BRA420810,RccUUnzssfV
Itajaí,OJpNqhTeFf0,BRA420820,RccUUnzssfV
Itapema,PWHdokUf3Vp,BRA420830,RccUUnzssfV
Itapiranga,V9MAA69Qucg,BRA420840,RccUUnzssfV
Itapoá,waZalBVhCWv,BRA420845,RccUUnzssfV
Ituporanga,CBcVrCnfIfO,BRA420850,RccUUnzssfV
Jaborá,zdBfQtj5gsG,BRA420860,RccUUnzssfV
Jacinto Machado,djRoB6VFmoB,BRA420870,RccUUnzssfV
Jaguaruna,SsyBRQG9ucw,BRA420880,RccUUnzssfV
Jaraguá do Sul,zNZcKh5hbO0,BRA420890,RccUUnzssfV
Jardinópolis,oD15IFQBZGN,BRA420895,RccUUnzssfV
Joaçaba,so4vNLApsCc,BRA420900,RccUUnzssfV
Joinville,i5ArrIuBb5M,BRA420910,RccUUnzssfV
José Boiteux,kRdRgRb5HhR,BRA420915,RccUUnzssfV
Jupiá,K6FTBCMSjnm,BRA420917,RccUUnzssfV
Lacerdópolis,aeDNC0FEquK,BRA420920,RccUUnzssfV
Lages,Rhd03vkV2S7,BRA420930,RccUUnzssfV
Laguna,LNuDC58L6Nw,BRA420940,RccUUnzssfV
Lajeado Grande,aMuPcHcX2bb,BRA420945,RccUUnzssfV
Laurentino,G27GSkgNf7q,BRA420950,RccUUnzssfV
Lauro Muller,z4DORSQk2Bq,BRA420960,RccUUnzssfV
Lebon Régis,o4TTGoGA9Qt,BRA420970,RccUUnzssfV
Leoberto Leal,Qe2Es3uakCN,BRA420980,RccUUnzssfV
Lindóia do Sul,Jz6uCcXBrdP,BRA420985,RccUUnzssfV
Lontras,H8vSpGxW8L3,BRA420990,RccUUnzssfV
Luiz Alves,bS8Z5RBTvhp,BRA421000,RccUUnzssfV
Luzerna,aep9A7V0V1W,BRA421003,RccUUnzssfV
Macieira,fXzecRZ9akX,BRA421005,RccUUnzssfV
Mafra,BkmStufFykU,BRA421010,RccUUnzssfV
Major Gercino,XSD8MmbkmbD,BRA421020,RccUUnzssfV
Major Vieira,M4Z3jlsNETw,BRA421030,RccUUnzssfV
Maracajá,PlTgXwEXmZQ,BRA421040,RccUUnzssfV
Maravilha,eYQUpNvQs47,BRA421050,RccUUnzssfV
Marema,Ox8G1kUSCBg,BRA421055,RccUUnzssfV
Massaranduba,QsvM4NLQ3up,BRA421060,RccUUnzssfV
Matos Costa,e5RiRiiAmj3,BRA421070,RccUUnzssfV
Meleiro,RcOEtgvng3N,BRA421080,RccUUnzssfV
Mirim Doce,eseSiQWhK1h,BRA421085,RccUUnzssfV
Modelo,v3UuRh9Cbvp,BRA421090,RccUUnzssfV
Mondaí,uYNXv3TQvuH,BRA421100,RccUUnzssfV
Monte Carlo,IQOkHwJ1WwC,BRA421105,RccUUnzssfV
Monte Castelo,fHJiDD8vK1j,BRA421110,RccUUnzssfV
Morro da Fumaça,MbQCiRt2vXU,BRA421120,RccUUnzssfV
Morro Grande,iIsu72IlObh,BRA421125,RccUUnzssfV
Navegantes,PUA2dWMv6OT,BRA421130,RccUUnzssfV
Nova Erechim,KJMgddCYFWH,BRA421140,RccUUnzssfV
Nova Itaberaba,LpH0CbcdoKB,BRA421145,RccUUnzssfV
Nova Trento,wsaoZZjnAWT,BRA421150,RccUUnzssfV
Nova Veneza,qmjX1TqHZiv,BRA421160,RccUUnzssfV
Novo Horizonte,WcKZHax2orm,BRA421165,RccUUnzssfV
Orleans,kfzjkuKfEZA,BRA421170,RccUUnzssfV
Otacílio Costa,Odbumx4FXlo,BRA421175,RccUUnzssfV
Ouro,itcLqskbW2a,BRA421180,RccUUnzssfV
Ouro Verde,Y3ydcp3Bc18,BRA421185,RccUUnzssfV
Paial,RTfzcbAVVCz,BRA421187,RccUUnzssfV
Painel,HjjQbcNAy2X,BRA421189,RccUUnzssfV
Palhoça,nGxtRVCv33p,BRA421190,RccUUnzssfV
Palma Sola,QdS3ZO3Ud1f,BRA421200,RccUUnzssfV
Palmeira,ZH3SvsB1pmb,BRA421205,RccUUnzssfV
Palmitos,KjNAS78ZoWy,BRA421210,RccUUnzssfV
Papanduva,luUHa18BMtd,BRA421220,RccUUnzssfV
Paraíso,T48MYocYwfK,BRA421223,RccUUnzssfV
Passo de Torres,Hl6EWjEtNgN,BRA421225,RccUUnzssfV
Passos Maia,Cera4KaDgTK,BRA421227,RccUUnzssfV
Paulo Lopes,rlfwwhGsfXv,BRA421230,RccUUnzssfV
Pedras Grandes,IFYXgW8ExKO,BRA421240,RccUUnzssfV
Penha,lLN42e0VMnX,BRA421250,RccUUnzssfV
Peritiba,c3nr2KIcDmu,BRA421260,RccUUnzssfV
Petrolândia,U6F6NpcFpRs,BRA421270,RccUUnzssfV
Pinhalzinho,x9T0K8uabII,BRA421290,RccUUnzssfV
Pinheiro Preto,y2P7udmC2EF,BRA421300,RccUUnzssfV
Piratuba,iZIwdobu8Ke,BRA421310,RccUUnzssfV
Planalto Alegre,h1HrRn1Rc8l,BRA421315,RccUUnzssfV
Pomerode,sIXMJVwvjKN,BRA421320,RccUUnzssfV
Ponte Alta,LfBfYsS7Yia,BRA421330,RccUUnzssfV
Ponte Alta do Norte,WnKzu5zb6Bl,BRA421335,RccUUnzssfV
Ponte Serrada,luv5y2Nh46T,BRA421340,RccUUnzssfV
Porto Belo,MUDqPqnQvrc,BRA421350,RccUUnzssfV
Porto União,qahVWpOpEj6,BRA421360,RccUUnzssfV
Pouso Redondo,hOm3jVeiqxy,BRA421370,RccUUnzssfV
Praia Grande,r1O0TP9iXgY,BRA421380,RccUUnzssfV
Presidente Castello Branc,OtpMTCYVkXM,BRA421390,RccUUnzssfV
Presidente Getúlio,izI8Yr4Pni6,BRA421400,RccUUnzssfV
Presidente Nereu,h47ES0HAKfk,BRA421410,RccUUnzssfV
Princesa,Osaio9LqS3p,BRA421415,RccUUnzssfV
Quilombo,WhFVDKDkRy4,BRA421420,RccUUnzssfV
Rancho Queimado,fHXu2ZmxW8E,BRA421430,RccUUnzssfV
Rio das Antas,deaWBKsEmqU,BRA421440,RccUUnzssfV
Rio do Campo,mIzBbRgnu3R,BRA421450,RccUUnzssfV
Rio do Oeste,wlVajHbs08n,BRA421460,RccUUnzssfV
Rio do Sul,RxxuNScarxH,BRA421480,RccUUnzssfV
Rio dos Cedros,U8axpHliod7,BRA421470,RccUUnzssfV
Rio Fortuna,RWbh5wSAGRj,BRA421490,RccUUnzssfV
Rio Negrinho,wgXV90HyuXI,BRA421500,RccUUnzssfV
Rio Rufino,mAR1zsrZ8Gf,BRA421505,RccUUnzssfV
Riqueza,EA1mQUQC6Do,BRA421507,RccUUnzssfV
Rodeio,tUpXJHvsohe,BRA421510,RccUUnzssfV
Romelândia,f1jJHZnVkTw,BRA421520,RccUUnzssfV
Salete,cpmXlRgjJee,BRA421530,RccUUnzssfV
Saltinho,ZWqFBos3eOx,BRA421535,RccUUnzssfV
Salto Veloso,Pj2CGYOZdYX,BRA421540,RccUUnzssfV
Sangão,ifgDkTlb9lU,BRA421545,RccUUnzssfV
Santa Cecília,ydiDltmkT4A,BRA421550,RccUUnzssfV
Santa Helena,h75sB5mZ7aZ,BRA421555,RccUUnzssfV
Santa Rosa de Lima,RSltNRW6rDM,BRA421560,RccUUnzssfV
Santa Rosa do Sul,GtJyk8VIwoB,BRA421565,RccUUnzssfV
Santa Terezinha,ghtir7xMvWV,BRA421567,RccUUnzssfV
Santa Terezinha do Progre,UTqNmOwzo0H,BRA421568,RccUUnzssfV
Santiago do Sul,V5ldDyjOwey,BRA421569,RccUUnzssfV
Santo Amaro da Imperatriz,gMYyHjiNh5V,BRA421570,RccUUnzssfV
São Bento do Sul,cehgMa8xSj3,BRA421580,RccUUnzssfV
São Bernardino,dFTetw0Qft4,BRA421575,RccUUnzssfV
São Bonifácio,EJoSa8sTaxt,BRA421590,RccUUnzssfV
São Carlos,PL5syYKN3fE,BRA421600,RccUUnzssfV
São Cristovão do Sul,JAumcsCyTUW,BRA421605,RccUUnzssfV
São Domingos,I4B9FUGXOSl,BRA421610,RccUUnzssfV
São Francisco do Sul,dEZi70ajIK8,BRA421620,RccUUnzssfV
São João Batista,nlmfGTx6lm3,BRA421630,RccUUnzssfV
São João do Itaperiú,KX9hG2s2NLl,BRA421635,RccUUnzssfV
São João do Oeste,cPzaxtIvoRe,BRA421625,RccUUnzssfV
São João do Sul,Z6A5jKfMLX2,BRA421640,RccUUnzssfV
São Joaquim,YfPECoRspsa,BRA421650,RccUUnzssfV
São José,Oya3rkKv1FL,BRA421660,RccUUnzssfV
São José do Cedro,TqWtSfcZwuf,BRA421670,RccUUnzssfV
São José do Cerrito,CDlcjRNUFcf,BRA421680,RccUUnzssfV
São Lourenço do Oeste,eQdJx3tPZrc,BRA421690,RccUUnzssfV
São Ludgero,uZPTS4quH5V,BRA421700,RccUUnzssfV
São Martinho,bqabaH0D3oG,BRA421710,RccUUnzssfV
São Miguel da Boa Vista,K75dQHQXDR2,BRA421715,RccUUnzssfV
São Miguel do Oeste,isEG9d9qCYy,BRA421720,RccUUnzssfV
São Pedro de Alcântara,MX87HI7j5F1,BRA421725,RccUUnzssfV
Saudades,soRjRCWwLDe,BRA421730,RccUUnzssfV
Schroeder,j8RUyu1NSCy,BRA421740,RccUUnzssfV
Seara,wHVGJDxZVAE,BRA421750,RccUUnzssfV
Serra Alta,YbbTUM7iqAr,BRA421755,RccUUnzssfV
Siderópolis,ZOwaj6RptpO,BRA421760,RccUUnzssfV
Sombrio,b5wuCg7tO7T,BRA421770,RccUUnzssfV
Sul Brasil,Wh685NCoY1A,BRA421775,RccUUnzssfV
Taió,xwuw7wDcs5G,BRA421780,RccUUnzssfV
Tangará,nPwzFVKZuSU,BRA421790,RccUUnzssfV
Tigrinhos,P6nOwW4QPUR,BRA421795,RccUUnzssfV
Tijucas,obVF77D2jHj,BRA421800,RccUUnzssfV
Timbé do Sul,i4BEXzFXQ0I,BRA421810,RccUUnzssfV
Timbó,p1ufHdEq2WF,BRA421820,RccUUnzssfV
Timbó Grande,c1jsYvxjOZA,BRA421825,RccUUnzssfV
Três Barras,A1ermkYgI3M,BRA421830,RccUUnzssfV
Treviso,a0aHAg9IET2,BRA421835,RccUUnzssfV
Treze de Maio,ffbeqd4Vxqg,BRA421840,RccUUnzssfV
Treze Tílias,lp3aJPJFX2W,BRA421850,RccUUnzssfV
Trombudo Central,srlAnI791AB,BRA421860,RccUUnzssfV
Tubarão,pKdwQUHIhbe,BRA421870,RccUUnzssfV
Tunápolis,FUKOTZEREYA,BRA421875,RccUUnzssfV
Turvo,VVosrAFK0jH,BRA421880,RccUUnzssfV
União do Oeste,F2sJmu3JZ1l,BRA421885,RccUUnzssfV
Urubici,jNGc79bK2ip,BRA421890,RccUUnzssfV
Urupema,xjiVgGYmrqo,BRA421895,RccUUnzssfV
Urussanga,Xmjea5FI7Oj,BRA421900,RccUUnzssfV
Vargeão,oU862bjJGuJ,BRA421910,RccUUnzssfV
Vargem,DP9LZ0cuKDC,BRA421915,RccUUnzssfV
Vargem Bonita,Cq9Pqa8u4L3,BRA421917,RccUUnzssfV
Vidal Ramos,bZ3ZxipMJsS,BRA421920,RccUUnzssfV
Videira,vl3UGgE0Fy7,BRA421930,RccUUnzssfV
Vitor Meireles,uNaWUrA8bNN,BRA421935,RccUUnzssfV
Witmarsum,CwDY4zIMdRh,BRA421940,RccUUnzssfV
Xanxerê,ndJ0ay6jdPK,BRA421950,RccUUnzssfV
Xavantina,xGBtG371fOa,BRA421960,RccUUnzssfV
Xaxim,NTh0hjPphyq,BRA421970,RccUUnzssfV
Zortéa,G8imfWb9Fhc,BRA421985,RccUUnzssfV
Adamantina,y4nEadzcjyg,BRA350010,IFQhty2D9dO
Adolfo,oGivhLapY2B,BRA350020,IFQhty2D9dO
Aguaí,Vua05uerj3w,BRA350030,IFQhty2D9dO
Águas da Prata,EQAv5P7Vmfr,BRA350040,IFQhty2D9dO
Águas de Lindóia,NGcMZH9S5mF,BRA350050,IFQhty2D9dO
Águas de Santa Bárbara,pHKXUMS8xPR,BRA350055,IFQhty2D9dO
Águas de São Pedro,W9ivvRW0SGC,BRA350060,IFQhty2D9dO
Agudos,YatCTffCbJ8,BRA350070,IFQhty2D9dO
Alambari,BzUGrfVmNBy,BRA350075,IFQhty2D9dO
Alfredo Marcondes,FG6Xg1NTHxg,BRA350080,IFQhty2D9dO
Altair,tni0TeoOFxS,BRA350090,IFQhty2D9dO
Altinópolis,gWUuBkhrltc,BRA350100,IFQhty2D9dO
Alto Alegre,zXDeXFLI8jH,BRA350110,IFQhty2D9dO
Alumínio,dUD3pNUamh8,BRA350115,IFQhty2D9dO
Álvares Florence,FdlNUmJAovW,BRA350120,IFQhty2D9dO
Álvares Machado,XjlwgA8WqUJ,BRA350130,IFQhty2D9dO
Álvaro de Carvalho,sT83eifsC17,BRA350140,IFQhty2D9dO
Alvinlândia,zd4gE1I3azi,BRA350150,IFQhty2D9dO
Americana,iSza7HVz93r,BRA350160,IFQhty2D9dO
Américo Brasiliense,TTouwfvmhxk,BRA350170,IFQhty2D9dO
Américo de Campos,y7piIoXZtR6,BRA350180,IFQhty2D9dO
Amparo,ogtF5oNRodL,BRA350190,IFQhty2D9dO
Analândia,ktizUDDCTnG,BRA350200,IFQhty2D9dO
Andradina,EUlTyICTm8V,BRA350210,IFQhty2D9dO
Angatuba,BjX9KdmDUJU,BRA350220,IFQhty2D9dO
Anhembi,hkTfNbMAbGH,BRA350230,IFQhty2D9dO
Anhumas,HI1vV3zT7Xo,BRA350240,IFQhty2D9dO
Aparecida,ugei0imKnjL,BRA350250,IFQhty2D9dO
Aparecida d'Oeste,wiaKJ30wYLz,BRA350260,IFQhty2D9dO
Apiaí,NvsacoAC1nw,BRA350270,IFQhty2D9dO
Araçariguama,U8BkX3eavaD,BRA350275,IFQhty2D9dO
Araçatuba,At8HWm4NH68,BRA350280,IFQhty2D9dO
Araçoiaba da Serra,o5vXTxA2fjK,BRA350290,IFQhty2D9dO
Aramina,gaSzkmVJQzu,BRA350300,IFQhty2D9dO
Arandu,l0dGhWdlNdf,BRA350310,IFQhty2D9dO
Arapeí,trsjvu7Jytb,BRA350315,IFQhty2D9dO
Araraquara,yIsVbREK1KH,BRA350320,IFQhty2D9dO
Araras,RDZNjZlxc1K,BRA350330,IFQhty2D9dO
Arco-Íris,amI4qFhw6j4,BRA350335,IFQhty2D9dO
Arealva,Wkld5Fe41wt,BRA350340,IFQhty2D9dO
Areias,Hm4AcSqBCyr,BRA350350,IFQhty2D9dO
Areiópolis,dNzYDNh0nBH,BRA350360,IFQhty2D9dO
Ariranha,edOktXOhdbu,BRA350370,IFQhty2D9dO
Artur Nogueira,uBJ4Uh90pZh,BRA350380,IFQhty2D9dO
Arujá,BoLnWcBqsPb,BRA350390,IFQhty2D9dO
Aspásia,EYtTVtPpQty,BRA350395,IFQhty2D9dO
Assis,UvTxLQ8kg4L,BRA350400,IFQhty2D9dO
Atibaia,ctf6R6tTLdc,BRA350410,IFQhty2D9dO
Auriflama,u65tFnLD1wB,BRA350420,IFQhty2D9dO
Avaí,XlSAIjctCKI,BRA350430,IFQhty2D9dO
Avanhandava,k2CkCpmYNi1,BRA350440,IFQhty2D9dO
Avaré,bk3BnmZEME5,BRA350450,IFQhty2D9dO
Bady Bassitt,IC14iIAyY2H,BRA350460,IFQhty2D9dO
Balbinos,ZdsaxaJYjiU,BRA350470,IFQhty2D9dO
Bálsamo,KtjylDNttgo,BRA350480,IFQhty2D9dO
Bananal,bMILSOAAmtc,BRA350490,IFQhty2D9dO
Barão de Antonina,nyWUnUhMFC7,BRA350500,IFQhty2D9dO
Barbosa,TqWVBpur2TV,BRA350510,IFQhty2D9dO
Bariri,lqao4fYNxfc,BRA350520,IFQhty2D9dO
Barra Bonita,Xe9jHf3cwSb,BRA350530,IFQhty2D9dO
Barra do Chapéu,FOjcvA3NDUS,BRA350535,IFQhty2D9dO
Barra do Turvo,mlVWgEW5uVY,BRA350540,IFQhty2D9dO
Barretos,MdS3lEROgUG,BRA350550,IFQhty2D9dO
Barrinha,f83XJ8RlQJp,BRA350560,IFQhty2D9dO
Barueri,kjn34P7c2F8,BRA350570,IFQhty2D9dO
Bastos,LFie6IcUuD2,BRA350580,IFQhty2D9dO
Batatais,AUM0NXroUf6,BRA350590,IFQhty2D9dO
Bauru,nmoO5GrCtRS,BRA350600,IFQhty2D9dO
Bebedouro,CMp7VnCZv3e,BRA350610,IFQhty2D9dO
Bento de Abreu,ipUGROwcS7J,BRA350620,IFQhty2D9dO
Bernardino de Campos,WbFmy3AFGRP,BRA350630,IFQhty2D9dO
Bertioga,lcvygvFo8Ce,BRA350635,IFQhty2D9dO
Bilac,BZQNkjQFWjW,BRA350640,IFQhty2D9dO
Birigui,CE8MXDnl0yz,BRA350650,IFQhty2D9dO
Biritiba-Mirim,tnJEgpAzvIM,BRA350660,IFQhty2D9dO
Boa Esperança do Sul,HWNcBeBjJy5,BRA350670,IFQhty2D9dO
Bocaina,TKL7mq4DxsP,BRA350680,IFQhty2D9dO
Bofete,kBRCEUC6cpJ,BRA350690,IFQhty2D9dO
Boituva,m6vRJy6VSwY,BRA350700,IFQhty2D9dO
Bom Jesus dos Perdões,sagP06au2Rx,BRA350710,IFQhty2D9dO
Bom Sucesso de Itararé,efshc7H3Mcc,BRA350715,IFQhty2D9dO
Borá,hIth9AlXV71,BRA350720,IFQhty2D9dO
Boracéia,zy328PS2VJB,BRA350730,IFQhty2D9dO
Borborema,C88l6fjtoa8,BRA350740,IFQhty2D9dO
Borebi,CYqrmooArq0,BRA350745,IFQhty2D9dO
Botucatu,XIsRq06Ri7N,BRA350750,IFQhty2D9dO
Bragança Paulista,dZGUNLKOFQK,BRA350760,IFQhty2D9dO
Braúna,gLx9Jx14smJ,BRA350770,IFQhty2D9dO
Brejo Alegre,Av9EQdUDdwD,BRA350775,IFQhty2D9dO
Brodowski,QX42W1SW2zO,BRA350780,IFQhty2D9dO
Brotas,fGHhbh0yEDb,BRA350790,IFQhty2D9dO
Buri,qVzj9Sqft8y,BRA350800,IFQhty2D9dO
Buritama,KOwlWyDR6Ho,BRA350810,IFQhty2D9dO
Buritizal,cBLmZ2BEhXq,BRA350820,IFQhty2D9dO
Cabrália Paulista,DK0uGoTzJD8,BRA350830,IFQhty2D9dO
Cabreúva,UXVZFC4uRzf,BRA350840,IFQhty2D9dO
Caçapava,B9cAU8m7Hsc,BRA350850,IFQhty2D9dO
Cachoeira Paulista,QxYAjLXl9Sf,BRA350860,IFQhty2D9dO
Caconde,EYwqAdlYxRf,BRA350870,IFQhty2D9dO
Cafelândia,PT3Ma2vxq2x,BRA350880,IFQhty2D9dO
Caiabu,AzJgIqPtBC8,BRA350890,IFQhty2D9dO
Caieiras,Fth3crT1QAR,BRA350900,IFQhty2D9dO
Caiuá,edg9pP0LsAZ,BRA350910,IFQhty2D9dO
Cajamar,UpPtB5K4Uxy,BRA350920,IFQhty2D9dO
Cajati,WQyH8dtNjuM,BRA350925,IFQhty2D9dO
Cajobi,yG3DjthRO3E,BRA350930,IFQhty2D9dO
Cajuru,b6LwWzjfbjV,BRA350940,IFQhty2D9dO
Campina do Monte Alegre,SaQg2vlWd80,BRA350945,IFQhty2D9dO
Campinas,v2mXzdtSpQc,BRA350950,IFQhty2D9dO
Campo Limpo Paulista,ACNqc77vVTh,BRA350960,IFQhty2D9dO
Campos do Jordão,Y87svRJk2ts,BRA350970,IFQhty2D9dO
Campos Novos Paulista,Qy31WmuGR3u,BRA350980,IFQhty2D9dO
Cananéia,mLXGexh4UMC,BRA350990,IFQhty2D9dO
Canas,ndC4crgF4DI,BRA350995,IFQhty2D9dO
Cândido Mota,wW3o93YoShV,BRA351000,IFQhty2D9dO
Cândido Rodrigues,XZcRszPTYXq,BRA351010,IFQhty2D9dO
Canitar,WiWpg096kqX,BRA351015,IFQhty2D9dO
Capão Bonito,a2mUq6sUU8q,BRA351020,IFQhty2D9dO
Capela do Alto,TG8NzKiMoy8,BRA351030,IFQhty2D9dO
Capivari,KM8shwdbIE2,BRA351040,IFQhty2D9dO
Caraguatatuba,z8uH1TUFCW1,BRA351050,IFQhty2D9dO
Carapicuíba,UB3j4AhwrMQ,BRA351060,IFQhty2D9dO
Cardoso,KC0mr5tqVCy,BRA351070,IFQhty2D9dO
Casa Branca,DSO5EAcWE88,BRA351080,IFQhty2D9dO
Cássia dos Coqueiros,r34GUccorsC,BRA351090,IFQhty2D9dO
Castilho,CXE8TTqKt0q,BRA351100,IFQhty2D9dO
Catanduva,wewSuAlVpzf,BRA351110,IFQhty2D9dO
Catiguá,QUEq0gU5gup,BRA351120,IFQhty2D9dO
Cedral,RiJhYjzUe9r,BRA351130,IFQhty2D9dO
Cerqueira César,WD9dxaKiOUX,BRA351140,IFQhty2D9dO
Cerquilho,yuDF5wlGihE,BRA351150,IFQhty2D9dO
Cesário Lange,YYHL2tXiVfp,BRA351160,IFQhty2D9dO
Charqueada,yZd8TB4OAgm,BRA351170,IFQhty2D9dO
Chavantes,DXUoQq6g6AD,BRA355720,IFQhty2D9dO
Clementina,zAdQ66XjLuS,BRA351190,IFQhty2D9dO
Colina,j6QCbiw32IJ,BRA351200,IFQhty2D9dO
Colômbia,lyMN4LJyP1B,BRA351210,IFQhty2D9dO
Conchal,JnZN2oyvnOZ,BRA351220,IFQhty2D9dO
Conchas,T6ZbsONg0Ux,BRA351230,IFQhty2D9dO
Cordeirópolis,jul8YU9lGQG,BRA351240,IFQhty2D9dO
Coroados,LudM9SHmYHe,BRA351250,IFQhty2D9dO
Coronel Macedo,QuTLRzlJG3s,BRA351260,IFQhty2D9dO
Corumbataí,OwbsVxSAz54,BRA351270,IFQhty2D9dO
Cosmópolis,YsES8D8hXjs,BRA351280,IFQhty2D9dO
Cosmorama,QQRUDWrxClI,BRA351290,IFQhty2D9dO
Cotia,seltk0E8mMH,BRA351300,IFQhty2D9dO
Cravinhos,dszkkncIuIF,BRA351310,IFQhty2D9dO
Cristais Paulista,ZbNTif1qpyr,BRA351320,IFQhty2D9dO
Cruzália,GboFv7gJbCP,BRA351330,IFQhty2D9dO
Cruzeiro,VVthyaQe4Tu,BRA351340,IFQhty2D9dO
Cubatão,y8WtS6I4gnq,BRA351350,IFQhty2D9dO
Cunha,x8lX2arrWRn,BRA351360,IFQhty2D9dO
Descalvado,uxOz31xlC8x,BRA351370,IFQhty2D9dO
Diadema,m4301RqZ9NZ,BRA351380,IFQhty2D9dO
Dirce Reis,siy8vScEh0u,BRA351385,IFQhty2D9dO
Divinolândia,cs7yXmed3L7,BRA351390,IFQhty2D9dO
Dobrada,zttWZJjNVk0,BRA351400,IFQhty2D9dO
Dois Córregos,JdXnfTz02LH,BRA351410,IFQhty2D9dO
Dolcinópolis,qrdSkAtjJTe,BRA351420,IFQhty2D9dO
Dourado,gqoP9s7e8Yr,BRA351430,IFQhty2D9dO
Dracena,lRlXHz8RHT7,BRA351440,IFQhty2D9dO
Duartina,Pav1POo7FKP,BRA351450,IFQhty2D9dO
Dumont,OKR8ovmCJwB,BRA351460,IFQhty2D9dO
Echaporã,eCNLhLbRuUn,BRA351470,IFQhty2D9dO
Eldorado,nbR7ciXceBD,BRA351480,IFQhty2D9dO
Elias Fausto,xDKSciMYI0S,BRA351490,IFQhty2D9dO
Elisiário,NIWyfQlwsNK,BRA351492,IFQhty2D9dO
Embaúba,IYkZ2B4KITh,BRA351495,IFQhty2D9dO
Embu,E3jCaIfsy6i,BRA351500,IFQhty2D9dO
Embu-Guaçu,Ubf4hek3kFT,BRA351510,IFQhty2D9dO
Emilianópolis,Ap654dIQKoh,BRA351512,IFQhty2D9dO
Engenheiro Coelho,usmVqHK6OKb,BRA351515,IFQhty2D9dO
Espírito Santo do Pinhal,WSS0DwBhhWa,BRA351518,IFQhty2D9dO
Espírito Santo do Turvo,heBS28SZk1F,BRA351519,IFQhty2D9dO
Estiva Gerbi,paFP2DNzZCc,BRA355730,IFQhty2D9dO
Estrela do Norte,IHYO8zqrByN,BRA351530,IFQhty2D9dO
Estrela d'Oeste,JviM6mW8m7p,BRA351520,IFQhty2D9dO
Euclides da Cunha Paulist,xFJhyr2dyyl,BRA351535,IFQhty2D9dO
Fartura,PhhdVib668e,BRA351540,IFQhty2D9dO
Fernando Prestes,Hp19A9M0cp6,BRA351560,IFQhty2D9dO
Fernandópolis,UcF22yQ0Bxz,BRA351550,IFQhty2D9dO
Fernão,EbCcdY5dpLq,BRA351565,IFQhty2D9dO
Ferraz de Vasconcelos,blqcAnuixjT,BRA351570,IFQhty2D9dO
Flora Rica,FovZSfPM98U,BRA351580,IFQhty2D9dO
